# Datenexport DiDok 3.0
# Verkehrspunktelemente actual date
# Erstellt am: 30.03.2020 23:04:08
# Bei Fragen zu den Daten wenden Sie sich an Fachstelle DiDok <didok@sbb.ch>
# (c) Fachstelle DiDok
############################################################################
SLOID;DS_NUMMER;DS_LAENDERCODE;GUELTIG_VON;GUELTIG_BIS;BEZEICHNUNG;BEZEICHNUNG_BETRIEBLICH;LAENGE;KANTENHOEHE;KOMPASSRICHTUNG;BPVE_ID;BPVE_TYPE;HALTEBEREICH_TYPE;E_LV95;N_LV95;Z_LV95;E_LV03;N_LV03;Z_LV03;E_WGS84;N_WGS84;Z_WGS84;DIDOK_CODE;GEAENDERT_AM;DS_SLOID;DS_BEZEICHNUNG_OFFIZIELL;DS_GO_IDENTIFIKATION;DS_GO_NUMMER;DS_GO_ABKUERZUNG_DE;DS_GO_ABKUERZUNG_FR;DS_GO_ABKUERZUNG_IT;DS_GO_ABKUERZUNG_EN
ch:1:sloid:91387:2:80;91387;85;2019-07-21;2099-12-31;;80;;;355;ch:1:sloid:91387:2;0;0;2682804;1245799;-9999;682803.11;245799.16;-9999;8.53468819;47.35783741;-9999;85913871;2020-02-13 09:13:39;ch:1:sloid:91387;Zürich, Sukkulentensammlung;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91387:1:51;91387;85;2019-07-21;2099-12-31;;51;;10;7;ch:1:sloid:91387:1;0;0;2682775;1245454;-9999;682774.12;245454.16;-9999;8.53424062;47.35473832;-9999;85913871;2020-02-13 09:13:37;ch:1:sloid:91387;Zürich, Sukkulentensammlung;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91387:1:50;91387;85;2019-07-21;2099-12-31;;50;;9;184;ch:1:sloid:91387:1;0;0;2682775;1245496;-9999;682774.11;245496.16;-9999;8.53424838;47.35511605;-9999;85913871;2020-02-13 09:13:34;ch:1:sloid:91387;Zürich, Sukkulentensammlung;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91387:2;91387;85;2019-07-21;2099-12-31;Museen;;;;;;1;0;;;;;;;;;;85913871;2019-07-24 07:32:51;ch:1:sloid:91387;Zürich, Sukkulentensammlung;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91387:1;91387;85;2019-07-21;2099-12-31;Bus 161,165;;;;;;1;0;;;;;;;;;;85913871;2019-07-24 07:32:49;ch:1:sloid:91387;Zürich, Sukkulentensammlung;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91366:1:80;91366;85;2019-07-21;2099-12-31;;80;;;0;ch:1:sloid:91366:1;0;0;2681896;1246099;-9999;681895.11;246099.16;-9999;8.52272554;47.36064888;-9999;85913665;2020-02-13 09:09:51;ch:1:sloid:91366;Zürich, Sihlcity Nord;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91366:3:81;91366;85;2019-07-21;2099-12-31;;81;;;0;ch:1:sloid:91366:3;0;0;2681907;1246086;-9999;681906.11;246086.16;-9999;8.52286876;47.3605306;-9999;85913665;2020-02-13 09:09:54;ch:1:sloid:91366;Zürich, Sihlcity Nord;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91366:3:11;91366;85;2019-07-21;2099-12-31;;11;;10;355;ch:1:sloid:91366:3;0;0;2681906;1246085;-9999;681905.11;246085.16;-9999;8.52285534;47.36052173;-9999;85913665;2020-02-13 09:09:49;ch:1:sloid:91366;Zürich, Sihlcity Nord;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91366:2:10;91366;85;2019-07-21;2099-12-31;;10;;13;63;ch:1:sloid:91366:2;0;0;2681959;1246046;-9999;681958.11;246046.16;-9999;8.5235497;47.3601644;-9999;85913665;2020-02-13 09:09:47;ch:1:sloid:91366;Zürich, Sihlcity Nord;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91366:1:1;91366;85;2019-07-21;2099-12-31;;1;;30;35;ch:1:sloid:91366:1;0;0;2681904;1246015;-9999;681903.11;246015.16;-9999;8.52281607;47.35989244;-9999;85913665;2020-02-13 09:09:44;ch:1:sloid:91366;Zürich, Sihlcity Nord;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91366:1:0;91366;85;2020-01-22;2099-12-31;;0;;30;207;ch:1:sloid:91366:1;0;0;2681884;1245999;-9999;681883.11;245999.16;-9999;8.52254843;47.35975103;-9999;85913665;2020-02-13 09:09:42;ch:1:sloid:91366;Zürich, Sihlcity Nord;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91366:3;91366;85;2019-07-21;2099-12-31;Bus 72 Ri MIBU;;;;;;1;0;;;;;;;;;;85913665;2019-07-24 07:31:58;ch:1:sloid:91366;Zürich, Sihlcity Nord;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91366:2;91366;85;2019-07-21;2099-12-31;Bus 72 Ri MORG;;;;;;1;0;;;;;;;;;;85913665;2019-07-24 07:31:57;ch:1:sloid:91366;Zürich, Sihlcity Nord;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91366:1;91366;85;2019-07-21;2099-12-31;Tram 13;;;;;;1;0;;;;;;;;;;85913665;2019-07-24 07:31:55;ch:1:sloid:91366;Zürich, Sihlcity Nord;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91365:1:51;91365;85;2019-07-21;2099-12-31;;51;;14;175;ch:1:sloid:91365:1;0;0;2681916;1245846;-9999;681915.11;245846.16;-9999;8.52294398;47.35837106;-9999;85913657;2020-02-13 09:09:38;ch:1:sloid:91365;Zürich, Sihlcity;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91365:1:21;91365;85;2019-07-21;2099-12-31;;21;;16;115;ch:1:sloid:91365:1;0;0;2681930;1245831;-9999;681929.11;245831.16;-9999;8.52312653;47.35823442;-9999;85913657;2020-02-13 09:09:36;ch:1:sloid:91365;Zürich, Sihlcity;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91365:1;91365;85;2019-07-21;2099-12-31;Bus;;;;;;1;0;;;;;;;;;;85913657;2019-07-24 07:31:54;ch:1:sloid:91365;Zürich, Sihlcity;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:3087:2:41;3087;85;2020-01-22;2099-12-31;;41;;;0;ch:1:sloid:3087:2;0;0;2681864;1245725;-9999;681863.11;245725.16;-9999;8.52223363;47.35728931;-9999;85030874;2020-02-13 05:58:01;ch:1:sloid:3087;Zürich Saalsporthalle;100058;78;SZU;SZU;SZU;SZU
ch:1:sloid:3087:2:40;3087;85;2020-01-22;2099-12-31;;40;;;0;ch:1:sloid:3087:2;0;0;2681864;1245725;-9999;681863.11;245725.16;-9999;8.52223363;47.35728931;-9999;85030874;2020-02-13 05:57:59;ch:1:sloid:3087;Zürich Saalsporthalle;100058;78;SZU;SZU;SZU;SZU
ch:1:sloid:3087:2;3087;85;2019-07-21;2099-12-31;Bahn S4;;;;;;1;0;;;;;;;;;;85030874;2019-07-24 06:21:28;ch:1:sloid:3087;Zürich Saalsporthalle;100058;78;SZU;SZU;SZU;SZU
ch:1:sloid:94185:1:51;94185;85;2019-07-21;2099-12-31;;51;;;29;ch:1:sloid:94185:1;0;0;2684564;1252805;-9999;684563.07;252805.17;-9999;8.55930623;47.42062101;-9999;85941856;2020-02-13 09:24:26;ch:1:sloid:94185;Glattpark, Wright-Strasse;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:94185:1:50;94185;85;2019-07-21;2099-12-31;;50;;;213;ch:1:sloid:94185:1;0;0;2684557;1252794;-9999;684556.07;252794.17;-9999;8.55921139;47.42052298;-9999;85941856;2020-02-13 09:24:24;ch:1:sloid:94185;Glattpark, Wright-Strasse;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:94185:1;94185;85;2019-07-21;2099-12-31;Bus;;;;;;1;0;;;;;;;;;;85941856;2019-07-24 07:35:45;ch:1:sloid:94185;Glattpark, Wright-Strasse;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:91128:1:80;91128;85;2019-07-21;2099-12-31;;80;;;245;ch:1:sloid:91128:1;0;0;2684736;1252546;-9999;684735.07;252546.17;-9999;8.56153623;47.41826965;-9999;85911289;2020-02-13 08:37:45;ch:1:sloid:91128;Zürich, Fernsehstudio;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91128:2:51;91128;85;2019-07-21;2099-12-31;;51;;16;301;ch:1:sloid:91128:2;0;0;2684745;1252534;-9999;684744.07;252534.17;-9999;8.5616532;47.41816058;-9999;85911289;2020-02-13 08:37:42;ch:1:sloid:91128;Zürich, Fernsehstudio;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91128:2:50;91128;85;2019-07-21;2099-12-31;;50;;15;121;ch:1:sloid:91128:2;0;0;2684748;1252518;-9999;684747.07;252518.17;-9999;8.56168992;47.4180163;-9999;85911289;2020-02-13 08:37:40;ch:1:sloid:91128;Zürich, Fernsehstudio;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91128:1:81;91128;85;2019-07-21;2099-12-31;;81;;;65;ch:1:sloid:91128:1;0;0;2684742;1252515;-9999;684741.07;252515.17;-9999;8.56160985;47.41799009;-9999;85911289;2020-02-13 08:37:47;ch:1:sloid:91128;Zürich, Fernsehstudio;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91128:1:1;91128;85;2019-07-21;2099-12-31;;1;;30;121;ch:1:sloid:91128:1;0;0;2684766;1252526;-9999;684765.07;252526.17;-9999;8.56192994;47.41808593;-9999;85911289;2020-02-13 08:37:37;ch:1:sloid:91128;Zürich, Fernsehstudio;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91128:1:0;91128;85;2019-07-21;2099-12-31;;0;;30;301;ch:1:sloid:91128:1;0;0;2684727;1252558;-9999;684726.07;252558.17;-9999;8.56141925;47.41837873;-9999;85911289;2020-02-13 08:37:35;ch:1:sloid:91128;Zürich, Fernsehstudio;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91128:2;91128;85;2019-07-21;2099-12-31;Bus VBG;;;;;;1;0;;;;;;;;;;85911289;2019-07-24 07:23:25;ch:1:sloid:91128;Zürich, Fernsehstudio;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91128:1;91128;85;2019-07-21;2099-12-31;Tram 11;;;;;;1;0;;;;;;;;;;85911289;2019-07-24 07:23:24;ch:1:sloid:91128;Zürich, Fernsehstudio;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91297:1:21;91297;85;2019-07-21;2099-12-31;;21;;17;70;ch:1:sloid:91297:1;0;0;2685123;1252390;-9999;685122.07;252390.17;-9999;8.56663429;47.41681679;-9999;85912972;2020-02-13 09:00:58;ch:1:sloid:91297;Zürich, Orionstrasse;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91297:1:20;91297;85;2019-07-21;2099-12-31;;20;;9;247;ch:1:sloid:91297:1;0;0;2685097;1252385;-9999;685096.07;252385.17;-9999;8.56628884;47.41677519;-9999;85912972;2020-02-13 09:00:55;ch:1:sloid:91297;Zürich, Orionstrasse;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91297:1;91297;85;2019-07-21;2099-12-31;Bus 79;;;;;;1;0;;;;;;;;;;85912972;2019-07-24 07:29:32;ch:1:sloid:91297;Zürich, Orionstrasse;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:87654:1:50;87654;85;2019-07-21;2099-12-31;;50;;;139;ch:1:sloid:87654:1;0;0;2685192;1254329;-9999;685191.05;254329.18;-9999;8.56791828;47.43424565;-9999;85876540;2020-02-13 07:11:03;ch:1:sloid:87654;Glattbrugg, Glatthof;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:87654:1:81;87654;85;2019-07-21;2099-12-31;;81;;;0;ch:1:sloid:87654:1;0;0;2685187;1254335;-9999;685186.05;254335.18;-9999;8.56785315;47.43430025;-9999;85876540;2020-02-13 07:11:10;ch:1:sloid:87654;Glattbrugg, Glatthof;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:87654:1:80;87654;85;2019-07-21;2099-12-31;;80;;;0;ch:1:sloid:87654:1;0;0;2685192;1254329;-9999;685191.05;254329.18;-9999;8.56791828;47.43424565;-9999;85876540;2020-02-13 07:11:07;ch:1:sloid:87654;Glattbrugg, Glatthof;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:87654:1:51;87654;85;2019-07-21;2099-12-31;;51;;;317;ch:1:sloid:87654:1;0;0;2685165;1254368;-9999;685164.05;254368.18;-9999;8.56756785;47.43459987;-9999;85876540;2020-02-13 07:11:05;ch:1:sloid:87654;Glattbrugg, Glatthof;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:87654:1;87654;85;2019-07-21;2099-12-31;Bus 759,762,N52;;;;;;1;0;;;;;;;;;;85876540;2019-07-24 06:57:49;ch:1:sloid:87654;Glattbrugg, Glatthof;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:90631:1:50;90631;85;2019-07-21;2099-12-31;;50;;;208;ch:1:sloid:90631:1;0;0;2685024;1254249;-9999;685023.05;254249.17;-9999;8.56567637;47.43354792;-9999;85906313;2020-02-13 07:50:10;ch:1:sloid:90631;Glattbrugg, Zentrum;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:90631:1:51;90631;85;2019-07-21;2099-12-31;;51;;;31;ch:1:sloid:90631:1;0;0;2685038;1254245;-9999;685037.05;254245.17;-9999;8.56586116;47.43351013;-9999;85906313;2020-02-13 07:50:12;ch:1:sloid:90631;Glattbrugg, Zentrum;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:90631:1;90631;85;2019-07-21;2099-12-31;Bus 768,762;;;;;;1;0;;;;;;;;;;85906313;2019-07-24 07:09:03;ch:1:sloid:90631;Glattbrugg, Zentrum;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:94553:2:81;94553;85;2019-07-21;2099-12-31;;81;;;345;ch:1:sloid:94553:2;0;0;2685477;1253905;-9999;685476.06;253905.18;-9999;8.57161453;47.4303956;-9999;85945535;2020-02-13 09:27:21;ch:1:sloid:94553;Opfikon, Schwimmbad;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:94553:2:80;94553;85;2019-07-21;2099-12-31;;80;;;180;ch:1:sloid:94553:2;0;0;2685472;1253907;-9999;685471.06;253907.18;-9999;8.57154865;47.43041423;-9999;85945535;2020-02-13 09:27:18;ch:1:sloid:94553;Opfikon, Schwimmbad;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:94553:1:51;94553;85;2019-07-21;2099-12-31;;51;;;303;ch:1:sloid:94553:1;0;0;2685447;1254170;-9999;685446.06;254170.18;-9999;8.57126763;47.43278268;-9999;85945535;2020-02-13 09:27:16;ch:1:sloid:94553;Opfikon, Schwimmbad;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:94553:1:50;94553;85;2019-07-21;2099-12-31;;50;;;114;ch:1:sloid:94553:1;0;0;2685487;1254148;-9999;685486.06;254148.18;-9999;8.57179357;47.43257964;-9999;85945535;2020-02-13 09:27:14;ch:1:sloid:94553;Opfikon, Schwimmbad;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:94553:2;94553;85;2019-07-21;2099-12-31;Baustelle;;;;;;1;0;;;;;;;;;;85945535;2019-07-24 07:36:42;ch:1:sloid:94553;Opfikon, Schwimmbad;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:94553:1;94553;85;2019-07-21;2099-12-31;Bus;;;;;;1;0;;;;;;;;;;85945535;2019-07-24 07:36:41;ch:1:sloid:94553;Opfikon, Schwimmbad;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:90628:1:50;90628;85;2019-07-21;2099-12-31;;50;;;77;ch:1:sloid:90628:1;0;0;2685315;1253522;-9999;685314.06;253522.17;-9999;8.56939438;47.42697223;-9999;85906289;2020-02-13 07:50:02;ch:1:sloid:90628;Glattbrugg, Oberhusen;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:90628:1;90628;85;2019-07-21;2099-12-31;Bus;;;;;;1;0;;;;;;;;;;85906289;2019-07-24 07:09:00;ch:1:sloid:90628;Glattbrugg, Oberhusen;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:76243:1:50;76243;85;2019-07-21;2099-12-31;;50;;;304;ch:1:sloid:76243:1;0;0;2677955;1253295;-9999;677954.03;253295.1;-9999;8.4718167;47.42584345;-9999;85762435;2020-02-13 06:54:06;ch:1:sloid:76243;Regensdorf, Lettenhau;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:76243:1;76243;85;2019-07-21;2099-12-31;Bus 485;;;;;;1;0;;;;;;;;;;85762435;2019-07-24 06:48:33;ch:1:sloid:76243;Regensdorf, Lettenhau;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:76252:1:80;76252;85;2020-01-22;2099-12-31;;80;;;288;ch:1:sloid:76252:1;0;0;2677886;1255964;-9999;677885.0;255964.07;-9999;8.4713678;47.44985474;-9999;85762526;2020-02-13 06:55:13;ch:1:sloid:76252;Watt, Haldensteig;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:76252:1:51;76252;85;2019-07-21;2099-12-31;;51;;;108;ch:1:sloid:76252:1;0;0;2677869;1255866;-9999;677868.0;255866.07;-9999;8.47112531;47.44897541;-9999;85762526;2020-02-13 06:55:09;ch:1:sloid:76252;Watt, Haldensteig;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:76252:1:50;76252;85;2019-07-21;2099-12-31;;50;;;288;ch:1:sloid:76252:1;0;0;2677845;1255877;-9999;677844.0;255877.07;-9999;8.47080904;47.44907717;-9999;85762526;2020-02-13 06:55:06;ch:1:sloid:76252;Watt, Haldensteig;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:76252:1:81;76252;85;2020-01-22;2099-12-31;;81;;;108;ch:1:sloid:76252:1;0;0;2677892;1255954;-9999;677891.0;255954.07;-9999;8.4714456;47.44976409;-9999;85762526;2020-02-13 06:55:15;ch:1:sloid:76252;Watt, Haldensteig;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:76252:1;76252;85;2019-07-21;2099-12-31;Bus 451;;;;;;1;0;;;;;;;;;;85762526;2019-07-24 06:48:48;ch:1:sloid:76252;Watt, Haldensteig;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:90461:2:81;90461;85;2019-07-21;2099-12-31;;81;;;290;ch:1:sloid:90461:2;0;0;2677842;1255236;-9999;677841.01;255236.08;-9999;8.4706575;47.44331284;-9999;85904615;2020-02-13 07:33:50;ch:1:sloid:90461;Adlikon b. R., Pächterried;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:90461:2:80;90461;85;2019-07-21;2099-12-31;;80;;;110;ch:1:sloid:90461:2;0;0;2677842;1255236;-9999;677841.01;255236.08;-9999;8.4706575;47.44331284;-9999;85904615;2020-02-13 07:33:47;ch:1:sloid:90461;Adlikon b. R., Pächterried;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:90461:1:51;90461;85;2019-07-21;2099-12-31;;51;;;109;ch:1:sloid:90461:1;0;0;2677804;1255513;-9999;677803.01;255513.07;-9999;8.47020202;47.44580847;-9999;85904615;2020-02-13 07:33:45;ch:1:sloid:90461;Adlikon b. R., Pächterried;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:90461:1:50;90461;85;2019-07-21;2099-12-31;;50;;;289;ch:1:sloid:90461:1;0;0;2677766;1255532;-9999;677765.01;255532.07;-9999;8.46970156;47.44598383;-9999;85904615;2020-02-13 07:33:43;ch:1:sloid:90461;Adlikon b. R., Pächterried;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:90461:2;90461;85;2019-07-21;2099-12-31;Baustelle;;;;;;1;0;;;;;;;;;;85904615;2019-07-24 07:04:08;ch:1:sloid:90461;Adlikon b. R., Pächterried;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:90461:1;90461;85;2019-07-21;2099-12-31;Bus 485;;;;;;1;0;;;;;;;;;;85904615;2019-07-24 07:04:07;ch:1:sloid:90461;Adlikon b. R., Pächterried;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:76249:1:80;76249;85;2019-07-21;2099-12-31;;80;;;34;ch:1:sloid:76249:1;0;0;2678639;1255174;-9999;678638.02;255174.09;-9999;8.48121201;47.44266051;-9999;85762492;2020-02-13 06:54:49;ch:1:sloid:76249;Watt, Dorf;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:76249:1:51;76249;85;2019-07-21;2099-12-31;;51;;;213;ch:1:sloid:76249:1;0;0;2678587;1255110;-9999;678586.02;255110.09;-9999;8.48051142;47.44209115;-9999;85762492;2020-02-13 06:54:46;ch:1:sloid:76249;Watt, Dorf;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:76249:1:50;76249;85;2019-07-21;2099-12-31;;50;;;34;ch:1:sloid:76249:1;0;0;2678639;1255175;-9999;678638.02;255175.09;-9999;8.48121219;47.4426695;-9999;85762492;2020-02-13 06:54:44;ch:1:sloid:76249;Watt, Dorf;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:76249:1;76249;85;2019-07-21;2099-12-31;Bus 451,485;;;;;;1;0;;;;;;;;;;85762492;2019-07-24 06:48:43;ch:1:sloid:76249;Watt, Dorf;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:76248:2:80;76248;85;2019-07-21;2099-12-31;;80;;;38;ch:1:sloid:76248:2;0;0;2678225;1254866;-9999;678224.02;254866.08;-9999;8.47566992;47.43993991;-9999;85762484;2020-02-13 06:54:39;ch:1:sloid:76248;Watt, Geerenweg;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:76248:1:51;76248;85;2019-07-21;2099-12-31;;51;;;310;ch:1:sloid:76248:1;0;0;2678285;1254812;-9999;678284.02;254812.09;-9999;8.47645579;47.43944714;-9999;85762484;2020-02-13 06:54:37;ch:1:sloid:76248;Watt, Geerenweg;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:76248:1:50;76248;85;2019-07-21;2099-12-31;;50;;;38;ch:1:sloid:76248:1;0;0;2678393;1254815;-9999;678392.02;254815.09;-9999;8.47788792;47.43946127;-9999;85762484;2020-02-13 06:54:35;ch:1:sloid:76248;Watt, Geerenweg;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:76248:2:81;76248;85;2019-07-21;2099-12-31;;81;;;219;ch:1:sloid:76248:2;0;0;2678219;1254867;-9999;678218.02;254867.08;-9999;8.47559056;47.43994962;-9999;85762484;2020-02-13 06:54:42;ch:1:sloid:76248;Watt, Geerenweg;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:76248:2;76248;85;2019-07-21;2099-12-31;Baustelle;;;;;;1;0;;;;;;;;;;85762484;2019-07-24 06:48:41;ch:1:sloid:76248;Watt, Geerenweg;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:76248:1;76248;85;2019-07-21;2099-12-31;Bus 451,485;;;;;;1;0;;;;;;;;;;85762484;2019-07-24 06:48:40;ch:1:sloid:76248;Watt, Geerenweg;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:76251:1:51;76251;85;2019-07-21;2099-12-31;;51;;;88;ch:1:sloid:76251:1;0;0;2678374;1255705;-9999;678373.01;255705.07;-9999;8.4777923;47.44746754;-9999;85762518;2020-02-13 06:54:58;ch:1:sloid:76251;Watt, Laubisser;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:76251:1:81;76251;85;2020-01-22;2099-12-31;;81;;;88;ch:1:sloid:76251:1;0;0;2678317;1255793;-9999;678316.01;255793.07;-9999;8.47705205;47.44826573;-9999;85762518;2020-02-13 06:55:04;ch:1:sloid:76251;Watt, Laubisser;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:76251:1:80;76251;85;2020-01-22;2099-12-31;;80;;;288;ch:1:sloid:76251:1;0;0;2678322;1255801;-9999;678321.01;255801.07;-9999;8.47711975;47.44833709;-9999;85762518;2020-02-13 06:55:01;ch:1:sloid:76251;Watt, Laubisser;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:76251:1:50;76251;85;2019-07-21;2099-12-31;;50;;;262;ch:1:sloid:76251:1;0;0;2678362;1255705;-9999;678361.01;255705.07;-9999;8.47763321;47.44746897;-9999;85762518;2020-02-13 06:54:56;ch:1:sloid:76251;Watt, Laubisser;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:76251:1;76251;85;2019-07-21;2099-12-31;Bus 451;;;;;;1;0;;;;;;;;;;85762518;2019-07-24 06:48:46;ch:1:sloid:76251;Watt, Laubisser;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:90908:1:50;90908;85;2019-07-21;2099-12-31;;50;;;309;ch:1:sloid:90908:1;0;0;2678663;1255564;-9999;678662.01;255564.08;-9999;8.48159888;47.44616501;-9999;85909085;2020-02-13 08:13:33;ch:1:sloid:90908;Watt, Brünigstrasse;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:90908:1:51;90908;85;2019-07-21;2099-12-31;;51;;;129;ch:1:sloid:90908:1;0;0;2678668;1255557;-9999;678667.01;255557.08;-9999;8.48166393;47.44610146;-9999;85909085;2020-02-13 08:13:35;ch:1:sloid:90908;Watt, Brünigstrasse;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:90908:1;90908;85;2019-07-21;2099-12-31;Bus 451;;;;;;1;0;;;;;;;;;;85909085;2019-07-24 07:16:12;ch:1:sloid:90908;Watt, Brünigstrasse;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:76250:1:51;76250;85;2019-07-21;2099-12-31;;51;;;108;ch:1:sloid:76250:1;0;0;2678380;1255309;-9999;678379.01;255309.08;-9999;8.47780232;47.44390549;-9999;85762500;2020-02-13 06:54:54;ch:1:sloid:76250;Watt, Schulhaus;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:76250:1:50;76250;85;2019-07-21;2099-12-31;;50;;;291;ch:1:sloid:76250:1;0;0;2678353;1255328;-9999;678352.01;255328.08;-9999;8.47744772;47.44407958;-9999;85762500;2020-02-13 06:54:51;ch:1:sloid:76250;Watt, Schulhaus;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:76250:1;76250;85;2019-07-21;2099-12-31;Bus 485;;;;;;1;0;;;;;;;;;;85762500;2019-07-24 06:48:45;ch:1:sloid:76250;Watt, Schulhaus;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:90773:1:51;90773;85;2019-07-21;2099-12-31;;51;;17;336;ch:1:sloid:90773:1;0;0;2684275;1240495;-9999;684274.14;240495.15;-9999;8.55315987;47.30994968;-9999;85907733;2020-02-13 08:01:41;ch:1:sloid:90773;Rüschlikon, Bodengasse;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:90773:1:50;90773;85;2019-07-21;2099-12-31;;50;;14;155;ch:1:sloid:90773:1;0;0;2684221;1240589;-9999;684220.14;240589.15;-9999;8.55246346;47.31080197;-9999;85907733;2020-02-13 08:01:39;ch:1:sloid:90773;Rüschlikon, Bodengasse;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:90773:1;90773;85;2019-07-21;2099-12-31;Bus 165;;;;;;1;0;;;;;;;;;;85907733;2019-07-24 07:12:38;ch:1:sloid:90773;Rüschlikon, Bodengasse;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:90781:1:50;90781;85;2019-07-21;2099-12-31;;50;;;171;ch:1:sloid:90781:1;0;0;2684092;1240747;-9999;684091.14;240747.16;-9999;8.55078726;47.3122394;-9999;85907816;2020-02-13 08:02:18;ch:1:sloid:90781;Rüschlikon, Rebsteig;100648;849;VBZ;VBZ;VBZ;VBZ
